0.444108236955881,1,1,2
0.712990050378618,0.363636363636364,0.8,2
0.628398019182114,0.636363636363636,0.6,2
0.335347053984713,0.545454545454545,0.6,1
0.296072182376821,0.909090909090909,0.8,1
0.271903030602157,0.454545454545455,1,1
0.809666657447632,0.454545454545455,1,2
0.35649506179866,0.636363636363636,0.6,3
0.314199046200409,0.727272727272727,0.8,1
0.295014983837045,0.181818181818182,1,1
0.317431629886867,0.727272727272727,0.4,1
0.34441048592615,0.363636363636364,0,3
0.374621925622248,0.0909090909090909,0,3
0.315347053984713,0,0.2,1
0.407854509308706,0.454545454545455,0.8,3
0.975829575850278,0.272727272727273,0.6,2
0.296585871043189,0.0909090909090909,0.2,1
0.628398019182114,0.818181818181818,0.4,2
0.655588314917496,0.636363636363636,1,2
0.302114470327899,0.909090909090909,0.4,1
0.8549838170066,0.727272727272727,0.4,2
0.468277388730545,0.818181818181818,0.8,2
0.317008750465028,0.0909090909090909,0.8,1
0.716011194339335,0.545454545454545,1,2
0.439213956818751,1,0,2
0.356072182376821,0.818181818181818,0.6,3
0.314199046200409,0.272727272727273,0.8,1
0.549848275936688,0.272727272727273,0.4,3
0.534742556073818,0,0.2,3
0.371600781661531,0.727272727272727,0.2,2
0.330029894425744,0.454545454545455,0.6,1
0.310398760650431,0.454545454545455,0.4,1
0.450150524906957,1,0.6,2
0.425981373132293,0.363636363636364,0.6,3
0.274924174592517,0.454545454545455,0.2,1
0.495256244740185,0.727272727272727,0.8,2
0.613292299348887,0.181818181818182,0.6,3
0.999998727624942,0.272727272727273,0,2
0.999998727624942,0.181818181818182,0.4,2
0.308156758249332,1,0.4,1
0.320241334151485,0.0909090909090909,0,1
0.259818454729646,0.727272727272727,0.2,1
0.725074626251129,0.454545454545455,0.6,2
0.271993839846685,0.272727272727273,1,1
0.314199046200409,0.727272727272727,0.2,3
0.549848275936688,1,0.4,2
0.302114470327899,0.909090909090909,1,1
0.315558493710454,0.636363636363636,0,3
0.305135614288615,0.636363636363636,0.8,1
0.350685357534042,0.727272727272727,0.6,3
0.323262478112203,0.818181818181818,0.8,1
0.658609458907856,0.545454545454545,0,2
0.444108236955881,0.909090909090909,1,2
0.338156758249332,0,0,1
0.851962673045883,0.636363636363636,0.4,2
